time,n_positive,n_negative,injected_positive,injected_negative,recombination
3.268681591127e-04,1.443451625609e+08,9.234408133228e+07,1.004374682975e+06,1.004374682975e+06,1.039011914012e+05
3.271725056296e-04,1.443379388682e+08,9.233694410050e+07,9.974960871147e+05,9.974960871147e+05,1.038818056611e+05
3.274768521465e-04,1.443356086865e+08,9.233469338452e+07,1.002390848634e+06,1.002390848634e+06,1.038761366162e+05
3.277811986633e-04,1.443415283737e+08,9.234063966004e+07,1.010677352986e+06,1.010677352986e+06,1.038925077362e+05
3.280855451802e-04,1.443472961583e+08,9.234639799974e+07,1.010537767109e+06,1.010537767109e+06,1.039084156423e+05
3.283898916971e-04,1.443467113593e+08,9.234581307891e+07,1.004164788714e+06,1.004164788714e+06,1.039059981600e+05
3.286942382139e-04,1.443486173999e+08,9.234770784967e+07,1.006682039739e+06,1.006682039739e+06,1.039102324118e+05
3.289985847308e-04,1.443488100292e+08,9.234788401834e+07,1.004970510231e+06,1.004970510231e+06,1.039109136377e+05
3.293029312477e-04,1.443424693971e+08,9.234155172166e+07,9.983954226422e+05,9.983954226422e+05,1.038936952143e+05
3.296072777645e-04,1.443477496284e+08,9.234678859250e+07,1.010074997698e+06,1.010074997698e+06,1.039078299185e+05
3.299116242814e-04,1.443443943738e+08,9.234339635789e+07,1.001390617688e+06,1.001390617688e+06,1.038986715966e+05
3.302159707983e-04,1.443392646248e+08,9.233824296486e+07,9.995906915393e+05,9.995906915393e+05,1.038841033303e+05
3.305203173151e-04,1.443319747912e+08,9.233094768067e+07,9.973923034020e+05,9.973923034020e+05,1.038633773084e+05
3.308246638320e-04,1.443354428661e+08,9.233436557616e+07,1.008189312988e+06,1.008189312988e+06,1.038734449548e+05
3.311290103488e-04,1.443322252084e+08,9.233110360937e+07,1.001454717274e+06,1.001454717274e+06,1.038640511595e+05
3.314333568657e-04,1.443305728406e+08,9.232940522432e+07,1.003016170750e+06,1.003016170750e+06,1.038596367148e+05
3.317377033826e-04,1.443220933061e+08,9.232091589803e+07,9.961327216593e+05,9.961327216593e+05,1.038384770327e+05
3.320420498994e-04,1.443236934430e+08,9.232247783661e+07,1.006247804407e+06,1.006247804407e+06,1.038420433260e+05
3.323463964163e-04,1.443277222710e+08,9.232643700610e+07,1.008689929743e+06,1.008689929743e+06,1.038541370245e+05
3.326507429332e-04,1.443239321191e+08,9.232259945685e+07,1.000827921368e+06,1.000827921368e+06,1.038436994216e+05
3.329550894500e-04,1.443222486906e+08,9.232087284372e+07,1.002939806879e+06,1.002939806879e+06,1.038392300439e+05
3.332594359669e-04,1.443157132102e+08,9.231432058865e+07,9.980454860453e+05,9.980454860453e+05,1.038215384655e+05
3.335637824838e-04,1.443178192037e+08,9.231638038452e+07,1.006719418749e+06,1.006719418749e+06,1.038281987729e+05
3.338681290006e-04,1.443215635660e+08,9.232004869683e+07,1.008369455647e+06,1.008369455647e+06,1.038397421468e+05
3.341724755175e-04,1.443235192451e+08,9.232191946712e+07,1.006581053950e+06,1.006581053950e+06,1.038432946131e+05
3.344768220344e-04,1.443297090718e+08,9.232799900785e+07,1.010859644343e+06,1.010859644343e+06,1.038592623353e+05
3.347811685512e-04,1.443214035884e+08,9.231964757357e+07,9.962899489933e+05,9.962899489933e+05,1.038367352167e+05
3.350855150681e-04,1.443181670138e+08,9.231638140359e+07,1.001373197994e+06,1.001373197994e+06,1.038285701842e+05
3.353898615850e-04,1.443145500502e+08,9.231274576112e+07,1.000969970736e+06,1.000969970736e+06,1.038198135732e+05
3.356942081018e-04,1.443195747770e+08,9.231771032252e+07,1.009648219864e+06,1.009648219864e+06,1.038321127197e+05
3.359985546187e-04,1.443225634232e+08,9.232062232915e+07,1.007606180879e+06,1.007606180879e+06,1.038406256488e+05
3.363029011355e-04,1.443153281500e+08,9.231335623386e+07,9.973208213199e+05,9.973208213199e+05,1.038205462069e+05
3.366072476524e-04,1.443147236790e+08,9.231271842713e+07,1.003974276233e+06,1.003974276233e+06,1.038187066535e+05
3.369115941693e-04,1.443185269350e+08,9.231646357101e+07,1.008404707676e+06,1.008404707676e+06,1.038287981521e+05
3.372159406861e-04,1.443182821128e+08,9.231616834258e+07,1.004335809266e+06,1.004335809266e+06,1.038250415078e+05
3.375202872030e-04,1.443158649130e+08,9.231372336811e+07,1.002146783630e+06,1.002146783630e+06,1.038197350251e+05
3.378246337199e-04,1.443115149807e+08,9.230937185754e+07,1.000189813395e+06,1.000189813395e+06,1.038079052900e+05
3.381289802367e-04,1.443106834015e+08,9.230853635365e+07,1.003711616582e+06,1.003711616582e+06,1.038054289709e+05
3.384333267536e-04,1.443160362851e+08,9.231384996185e+07,1.009925655089e+06,1.009925655089e+06,1.038197309254e+05
3.387376732705e-04,1.443085184909e+08,9.230633625616e+07,9.969769808382e+05,9.969769808382e+05,1.037995388205e+05
3.390420197873e-04,1.443092195107e+08,9.230702629986e+07,1.005226277395e+06,1.005226277395e+06,1.038010559056e+05
3.393463663042e-04,1.443093546431e+08,9.230714099545e+07,1.004649526956e+06,1.004649526956e+06,1.038001163082e+05
3.396507128211e-04,1.443120419624e+08,9.230978777852e+07,1.007216984554e+06,1.007216984554e+06,1.038070001971e+05
3.399550593379e-04,1.443087431224e+08,9.230646929032e+07,1.001196569483e+06,1.001196569483e+06,1.037992491532e+05
3.402594058548e-04,1.443070696427e+08,9.230478285912e+07,1.002822383443e+06,1.002822383443e+06,1.037947697907e+05
3.405637523717e-04,1.443061350854e+08,9.230383617746e+07,1.003556530423e+06,1.003556530423e+06,1.037924397246e+05
3.408680988885e-04,1.443022887712e+08,9.229999415511e+07,1.000615275230e+06,1.000615275230e+06,1.037817584245e+05
3.411724454054e-04,1.442984212995e+08,9.229614274718e+07,1.000573469323e+06,1.000573469323e+06,1.037702505785e+05
3.414767919222e-04,1.443008228203e+08,9.229853584127e+07,1.006865853002e+06,1.006865853002e+06,1.037781819418e+05
3.417811384391e-04,1.443044116578e+08,9.230209573839e+07,1.008063933645e+06,1.008063933645e+06,1.037889971587e+05
3.420854849560e-04,1.443079080590e+08,9.230555453388e+07,1.007984801766e+06,1.007984801766e+06,1.037992328994e+05
3.423898314728e-04,1.443111497741e+08,9.230875783801e+07,1.007748376547e+06,1.007748376547e+06,1.038087277601e+05
3.426941779897e-04,1.443085988658e+08,9.230619962297e+07,1.001937812945e+06,1.001937812945e+06,1.038020464028e+05
3.429985245066e-04,1.443068573425e+08,9.230446828905e+07,1.002753241253e+06,1.002753241253e+06,1.037997429381e+05
3.433028710234e-04,1.443085787663e+08,9.230619108291e+07,1.006234942407e+06,1.006234942407e+06,1.038039869718e+05
3.436072175403e-04,1.442959682726e+08,9.229365254683e+07,9.918047855797e+05,9.918047855797e+05,1.037694521767e+05
3.439115640572e-04,1.442910678234e+08,9.228883284773e+07,9.995195274907e+05,9.995195274907e+05,1.037558165966e+05
3.442159105740e-04,1.442914079564e+08,9.228923321460e+07,1.004765593041e+06,1.004765593041e+06,1.037580657008e+05
3.445202570909e-04,1.442818156066e+08,9.227974840729e+07,9.947502627133e+05,9.947502627133e+05,1.037344751089e+05
3.448246036078e-04,1.442844586207e+08,9.228247116581e+07,1.007032323761e+06,1.007032323761e+06,1.037417167735e+05
3.451289501246e-04,1.442844704408e+08,9.228256260201e+07,1.004383352449e+06,1.004383352449e+06,1.037420651667e+05
3.454332966415e-04,1.442853862261e+08,9.228355610902e+07,1.005296953784e+06,1.005296953784e+06,1.037442144722e+05
3.457376431584e-04,1.442752831700e+08,9.227359092796e+07,9.942061637522e+05,9.942061637522e+05,1.037183941458e+05
3.460419896752e-04,1.442727295762e+08,9.227117293707e+07,1.001773824988e+06,1.001773824988e+06,1.037116436239e+05
3.463463361921e-04,1.442713303893e+08,9.226989827203e+07,1.002916473518e+06,1.002916473518e+06,1.037082311999e+05
3.466506827089e-04,1.442690699267e+08,9.226776146684e+07,1.002032818336e+06,1.002032818336e+06,1.037035350418e+05
3.469550292258e-04,1.442646270611e+08,9.226345633236e+07,9.998195358408e+05,9.998195358408e+05,1.036935859111e+05
3.472593757427e-04,1.442623374083e+08,9.226130597894e+07,1.001965556820e+06,1.001965556820e+06,1.036885740740e+05
3.475637222595e-04,1.442626348852e+08,9.226173340183e+07,1.004554334133e+06,1.004554334133e+06,1.036889398472e+05
3.478680687764e-04,1.442642313272e+08,9.226345107529e+07,1.005856966416e+06,1.005856966416e+06,1.036938192142e+05
3.481724152933e-04,1.442599857333e+08,9.225935472134e+07,9.999782405067e+05,9.999782405067e+05,1.036837735958e+05
3.484767618101e-04,1.442627082091e+08,9.226220852973e+07,1.006981080592e+06,1.006981080592e+06,1.036911585671e+05
3.487811083270e-04,1.442631684279e+08,9.226279948421e+07,1.004708343367e+06,1.004708343367e+06,1.036929070352e+05
3.490854548439e-04,1.442616232084e+08,9.226139542568e+07,1.002689580555e+06,1.002689580555e+06,1.036900222553e+05
3.493898013607e-04,1.442686381345e+08,9.226851224028e+07,1.011303336109e+06,1.011303336109e+06,1.037102347435e+05
3.496941478776e-04,1.442767910885e+08,9.227673477307e+07,1.012472433706e+06,1.012472433706e+06,1.037331424098e+05
3.499984943945e-04,1.442830682881e+08,9.228307070254e+07,1.010621289978e+06,1.010621289978e+06,1.037501276500e+05
3.503028409113e-04,1.442812245490e+08,9.228132330357e+07,1.002478070516e+06,1.002478070516e+06,1.037456516796e+05
3.506071874282e-04,1.442810774580e+08,9.228128662005e+07,1.004190058718e+06,1.004190058718e+06,1.037454836738e+05
3.509115339451e-04,1.442799952866e+08,9.228032369253e+07,1.003246781261e+06,1.003246781261e+06,1.037424605502e+05
3.512158804619e-04,1.442829088473e+08,9.228333614881e+07,1.007263626946e+06,1.007263626946e+06,1.037534323874e+05
3.515202269788e-04,1.442853601408e+08,9.228587008732e+07,1.006801847616e+06,1.006801847616e+06,1.037597081823e+05
3.518245734956e-04,1.442937322440e+08,9.229427866113e+07,1.012773663521e+06,1.012773663521e+06,1.037818026273e+05
3.521289200125e-04,1.442885975990e+08,9.228922017530e+07,9.992049103369e+05,9.992049103369e+05,1.037684631296e+05
3.524332665294e-04,1.442826991406e+08,9.228342639235e+07,9.984261153710e+05,9.984261153710e+05,1.037538203015e+05
3.527376130462e-04,1.442803329165e+08,9.228115966083e+07,1.001958769841e+06,1.001958769841e+06,1.037490896993e+05
3.530419595631e-04,1.442783708192e+08,9.227928761653e+07,1.002345309832e+06,1.002345309832e+06,1.037456819733e+05
3.533463060800e-04,1.442742944878e+08,9.227530352204e+07,1.000198928534e+06,1.000198928534e+06,1.037358158181e+05
3.536506525968e-04,1.442732246886e+08,9.227431039267e+07,1.003203114763e+06,1.003203114763e+06,1.037324178608e+05
3.539549991137e-04,1.442626466930e+08,9.226384962117e+07,9.936145025550e+05,9.936145025550e+05,1.037044617933e+05
3.542593456306e-04,1.442637505607e+08,9.226503485822e+07,1.005333863569e+06,1.005333863569e+06,1.037076236566e+05
3.545636921474e-04,1.442620970216e+08,9.226345107578e+07,1.002546323136e+06,1.002546323136e+06,1.037014496082e+05
3.548680386643e-04,1.442686051831e+08,9.226997917571e+07,1.010755085285e+06,1.010755085285e+06,1.037207294990e+05
3.551723851812e-04,1.442663208334e+08,9.226772828992e+07,1.001921717502e+06,1.001921717502e+06,1.037154375180e+05
3.554767316980e-04,1.442724301091e+08,9.227383395773e+07,1.010375020075e+06,1.010375020075e+06,1.037326760782e+05
3.557810782149e-04,1.442820053651e+08,9.228335973874e+07,1.013890140617e+06,1.013890140617e+06,1.037577577944e+05
3.560854247318e-04,1.442799414714e+08,9.228127583225e+07,1.002212721122e+06,1.002212721122e+06,1.037524311852e+05
3.563897712486e-04,1.442786756363e+08,9.228000329516e+07,1.003021635225e+06,1.003021635225e+06,1.037494804911e+05
3.566941177655e-04,1.442809297842e+08,9.228223511653e+07,1.006563901306e+06,1.006563901306e+06,1.037549731493e+05
3.569984642823e-04,1.442699604920e+08,9.227130088971e+07,9.932505810875e+05,9.932505810875e+05,1.037267456821e+05
3.573028107992e-04,1.442615682074e+08,9.226296607540e+07,9.958003913911e+05,9.958003913911e+05,1.037052935905e+05
3.576071573161e-04,1.442600362417e+08,9.226146744410e+07,1.002659023193e+06,1.002659023193e+06,1.037008391974e+05
3.579115038329e-04,1.442573255653e+08,9.225878219727e+07,1.001446328711e+06,1.001446328711e+06,1.036952121830e+05
3.582158503498e-04,1.442531383172e+08,9.225462932821e+07,9.999383262261e+05,9.999383262261e+05,1.036871476379e+05
3.585201968667e-04,1.442530042398e+08,9.225452044442e+07,1.003997947324e+06,1.003997947324e+06,1.036881806689e+05
3.588245433835e-04,1.442515514019e+08,9.225310021612e+07,1.002663895600e+06,1.002663895600e+06,1.036842513735e+05
3.591288899004e-04,1.442519828017e+08,9.225356585408e+07,1.004557168492e+06,1.004557168492e+06,1.036857536275e+05
3.594332364173e-04,1.442526619444e+08,9.225428538457e+07,1.004809503038e+06,1.004809503038e+06,1.036871183604e+05
3.597375829341e-04,1.442619055812e+08,9.226353436427e+07,1.013442267647e+06,1.013442267647e+06,1.037136356796e+05
3.600419294510e-04,1.442717419010e+08,9.227335518744e+07,1.014081176347e+06,1.014081176347e+06,1.037411257211e+05
3.603462759679e-04,1.442803146510e+08,9.228191153677e+07,1.012864979073e+06,1.012864979073e+06,1.037658315635e+05
3.606506224847e-04,1.442784242148e+08,9.228006347290e+07,1.002382646256e+06,1.002382646256e+06,1.037590767319e+05
3.609549690016e-04,1.442827340566e+08,9.228442332148e+07,1.008641677737e+06,1.008641677737e+06,1.037704202084e+05
3.612593155185e-04,1.442817879268e+08,9.228355865165e+07,1.003372711873e+06,1.003372711873e+06,1.037688630005e+05
3.615636620353e-04,1.442763638608e+08,9.227825890094e+07,9.988662338093e+05,9.988662338093e+05,1.037536777555e+05
3.618680085522e-04,1.442664746650e+08,9.226854674136e+07,9.943474874658e+05,9.943474874658e+05,1.037277365755e+05
3.621723550690e-04,1.442705156145e+08,9.227272624266e+07,1.008330584967e+06,1.008330584967e+06,1.037402329394e+05
3.624767015859e-04,1.442701206781e+08,9.227247020063e+07,1.003862519753e+06,1.003862519753e+06,1.037382516133e+05
3.627810481028e-04,1.442722325042e+08,9.227471599430e+07,1.006385529243e+06,1.006385529243e+06,1.037451966387e+05
3.630853946196e-04,1.442752661528e+08,9.227788309810e+07,1.007325030632e+06,1.007325030632e+06,1.037535900675e+05
3.633897411365e-04,1.442715710754e+08,9.227436397907e+07,1.000569941421e+06,1.000569941421e+06,1.037459558094e+05
3.636940876534e-04,1.442690359077e+08,9.227203215759e+07,1.001732921315e+06,1.001732921315e+06,1.037383431772e+05
3.639984341702e-04,1.442730091675e+08,9.227619577637e+07,1.008279892281e+06,1.008279892281e+06,1.037496343180e+05
3.643027806871e-04,1.442686636736e+08,9.227208048793e+07,9.999168781500e+05,9.999168781500e+05,1.037395490196e+05
3.646071272040e-04,1.442656016663e+08,9.226927442198e+07,1.001197816878e+06,1.001197816878e+06,1.037327033148e+05
3.649114737208e-04,1.442706069403e+08,9.227451436651e+07,1.009309769376e+06,1.009309769376e+06,1.037473822954e+05
3.652158202377e-04,1.442786407953e+08,9.228275633133e+07,1.012378012105e+06,1.012378012105e+06,1.037685202304e+05
3.655201667546e-04,1.442767252667e+08,9.228108978057e+07,1.002398652592e+06,1.002398652592e+06,1.037649468568e+05
3.658245132714e-04,1.442848947946e+08,9.228948458267e+07,1.012565746541e+06,1.012565746541e+06,1.037881603578e+05
3.661288597883e-04,1.442805435471e+08,9.228540713226e+07,9.999983633740e+05,9.999983633740e+05,1.037785133302e+05
3.664332063052e-04,1.442800860271e+08,9.228523241396e+07,1.003918671214e+06,1.003918671214e+06,1.037787457371e+05
3.667375528220e-04,1.442759102267e+08,9.228135923678e+07,1.000175511332e+06,1.000175511332e+06,1.037679503323e+05
3.670418993389e-04,1.442797437588e+08,9.228546286579e+07,1.008227207350e+06,1.008227207350e+06,1.037806680038e+05
3.673462458557e-04,1.442738284772e+08,9.227984587390e+07,9.984195863314e+05,9.984195863314e+05,1.037662847227e+05
3.676505923726e-04,1.442738247338e+08,9.228012790894e+07,1.004352837468e+06,1.004352837468e+06,1.037672209961e+05
3.679549388895e-04,1.442717546838e+08,9.227834356919e+07,1.002268184548e+06,1.002268184548e+06,1.037610465095e+05
3.682592854063e-04,1.442727894326e+08,9.227964772033e+07,1.005385978837e+06,1.005385978837e+06,1.037654255892e+05
3.685636319232e-04,1.442735398076e+08,9.228065551559e+07,1.005102616429e+06,1.005102616429e+06,1.037679972371e+05
3.688679784401e-04,1.442822642523e+08,9.228958494728e+07,1.013138074170e+06,1.013138074170e+06,1.037918570386e+05
3.691723249569e-04,1.442866591174e+08,9.229416954765e+07,1.008814712146e+06,1.008814712146e+06,1.038031669771e+05
3.694766714738e-04,1.442883549271e+08,9.229605678414e+07,1.006127018620e+06,1.006127018620e+06,1.038086904663e+05
3.697810179907e-04,1.443000979280e+08,9.230793394521e+07,1.016262856372e+06,1.016262856372e+06,1.038394921367e+05
3.700853645075e-04,1.442967384526e+08,9.230474507066e+07,1.001104685469e+06,1.001104685469e+06,1.038297644528e+05
3.703897110244e-04,1.442961886255e+08,9.230436977580e+07,1.003937259212e+06,1.003937259212e+06,1.038269829506e+05
3.706940575413e-04,1.443029577578e+08,9.231127107766e+07,1.011306597908e+06,1.011306597908e+06,1.038438447505e+05
3.709984040581e-04,1.443132709953e+08,9.232166591267e+07,1.014899228565e+06,1.014899228565e+06,1.038724921547e+05
3.713027505750e-04,1.443191062112e+08,9.232757119267e+07,1.010433299873e+06,1.010433299873e+06,1.038869945383e+05
3.716070970919e-04,1.443243403689e+08,9.233287061852e+07,1.009864874863e+06,1.009864874863e+06,1.039019159912e+05
3.719114436087e-04,1.443282682160e+08,9.233686429202e+07,1.008584643531e+06,1.008584643531e+06,1.039144363404e+05
3.722157901256e-04,1.443231316470e+08,9.233183741575e+07,9.994822603394e+05,9.994822603394e+05,1.039006467551e+05
3.725201366424e-04,1.443248577242e+08,9.233366044909e+07,1.006380803934e+06,1.006380803934e+06,1.039051767131e+05
3.728244831593e-04,1.443283983379e+08,9.233727511331e+07,1.008207011030e+06,1.008207011030e+06,1.039147554842e+05
3.731288296762e-04,1.443307719667e+08,9.233971064971e+07,1.007040360340e+06,1.007040360340e+06,1.039200784374e+05
3.734331761930e-04,1.443290643118e+08,9.233807859526e+07,1.002939287143e+06,1.002939287143e+06,1.039159097016e+05
3.737375227099e-04,1.443230900769e+08,9.233221081254e+07,9.986381405137e+05,9.986381405137e+05,1.039001743654e+05
3.740418692268e-04,1.443256782373e+08,9.233487903053e+07,1.007235042795e+06,1.007235042795e+06,1.039070531118e+05
3.743462157436e-04,1.443233215149e+08,9.233260735754e+07,1.002257495928e+06,1.002257495928e+06,1.039002194659e+05
3.746505622605e-04,1.443171641672e+08,9.232656050605e+07,9.984179551898e+05,9.984179551898e+05,1.038851516803e+05
3.749549087774e-04,1.443141661599e+08,9.232367218483e+07,1.001571700915e+06,1.001571700915e+06,1.038773227443e+05
3.752592552942e-04,1.443133573453e+08,9.232296100220e+07,1.003754317671e+06,1.003754317671e+06,1.038746627129e+05
3.755636018111e-04,1.443059964986e+08,9.231572817009e+07,9.971428143284e+05,9.971428143284e+05,1.038562821942e+05
3.758679483280e-04,1.443033366988e+08,9.231319458524e+07,1.001843478061e+06,1.001843478061e+06,1.038490711204e+05
3.761722948448e-04,1.443091834222e+08,9.231912443006e+07,1.010389606714e+06,1.010389606714e+06,1.038637384596e+05
3.764766413617e-04,1.443021377033e+08,9.231220936971e+07,9.974196648019e+05,9.974196648019e+05,1.038455036948e+05
3.767809878786e-04,1.442964726258e+08,9.230670696112e+07,9.987867262150e+05,9.987867262150e+05,1.038314381854e+05
3.770853343954e-04,1.442983135291e+08,9.230869592247e+07,1.006318391390e+06,1.006318391390e+06,1.038366916782e+05
3.773896809123e-04,1.443041220007e+08,9.231462465012e+07,1.010312710980e+06,1.010312710980e+06,1.038517163906e+05
3.776940274292e-04,1.442973315472e+08,9.230800773234e+07,9.976443803986e+05,9.976443803986e+05,1.038323536364e+05
3.779983739460e-04,1.442919923788e+08,9.230287274078e+07,9.990868803119e+05,9.990868803119e+05,1.038188574719e+05
3.783027204629e-04,1.442880393621e+08,9.229913478566e+07,1.000458281226e+06,1.000458281226e+06,1.038104108754e+05
3.786070669797e-04,1.442872177899e+08,9.229851556218e+07,1.003584563893e+06,1.003584563893e+06,1.038077913918e+05
3.789114134966e-04,1.442822403373e+08,9.229375062705e+07,9.993848620607e+05,9.993848620607e+05,1.037938946450e+05
3.792157600135e-04,1.442827141347e+08,9.229441380031e+07,1.004849670131e+06,1.004849670131e+06,1.037961254220e+05
3.795201065303e-04,1.442877846653e+08,9.229963270062e+07,1.009474085158e+06,1.009474085158e+06,1.038105205701e+05
3.798244530472e-04,1.442896593297e+08,9.230164653604e+07,1.006273229316e+06,1.006273229316e+06,1.038152736547e+05
3.801287995641e-04,1.442851042160e+08,9.229726070007e+07,9.998100944793e+05,9.998100944793e+05,1.038030331688e+05
3.804331460809e-04,1.442834953845e+08,9.229582320789e+07,1.002766074105e+06,1.002766074105e+06,1.037992796931e+05
3.807374925978e-04,1.442814112507e+08,9.229391028917e+07,1.002277009785e+06,1.002277009785e+06,1.037941890911e+05
3.810418391147e-04,1.442758906644e+08,9.228857522767e+07,9.988000750860e+05,9.988000750860e+05,1.037784296819e+05
3.813461856315e-04,1.442816436413e+08,9.229446054655e+07,1.010122967892e+06,1.010122967892e+06,1.037934065327e+05
3.816505321484e-04,1.442810793529e+08,9.229402471851e+07,1.003771665853e+06,1.003771665853e+06,1.037918975042e+05
3.819548786653e-04,1.442918488130e+08,9.230486123731e+07,1.015186549082e+06,1.015186549082e+06,1.038224749205e+05
3.822592251821e-04,1.442972889598e+08,9.231035703994e+07,1.009863125577e+06,1.009863125577e+06,1.038389262793e+05
3.825635716990e-04,1.442950997855e+08,9.230825686038e+07,1.002214499026e+06,1.002214499026e+06,1.038326551692e+05
3.828679182159e-04,1.443022173738e+08,9.231543257356e+07,1.011592935195e+06,1.011592935195e+06,1.038519605686e+05
3.831722647327e-04,1.443039923104e+08,9.231726742811e+07,1.006242223625e+06,1.006242223625e+06,1.038575099132e+05
3.834766112496e-04,1.443039087380e+08,9.231724805571e+07,1.004385193808e+06,1.004385193808e+06,1.038572732296e+05
3.837809577664e-04,1.442994244381e+08,9.231284766671e+07,9.999563083739e+05,9.999563083739e+05,1.038457150291e+05
3.840853042833e-04,1.442975918871e+08,9.231109160767e+07,1.002607889332e+06,1.002607889332e+06,1.038404703901e+05
3.843896508002e-04,1.442954241877e+08,9.230899176784e+07,1.002254048041e+06,1.002254048041e+06,1.038323539231e+05
3.846939973170e-04,1.442916508562e+08,9.230528878507e+07,1.000619424817e+06,1.000619424817e+06,1.038211283817e+05
3.849983438339e-04,1.442903237950e+08,9.230402221136e+07,1.003062470647e+06,1.003062470647e+06,1.038176669346e+05
3.853026903508e-04,1.442845926607e+08,9.229837292129e+07,9.986140863640e+05,9.986140863640e+05,1.038022335924e+05
3.856070368676e-04,1.442848422019e+08,9.229869240441e+07,1.004609405175e+06,1.004609405175e+06,1.038025754748e+05
3.859113833845e-04,1.442920097095e+08,9.230588969727e+07,1.011570618948e+06,1.011570618948e+06,1.038226073215e+05
3.862157299014e-04,1.442917676557e+08,9.230569634453e+07,1.004133492039e+06,1.004133492039e+06,1.038223614312e+05
3.865200764182e-04,1.442941964464e+08,9.230817735731e+07,1.006830182894e+06,1.006830182894e+06,1.038291096498e+05
3.868244229351e-04,1.442983352089e+08,9.231236264361e+07,1.008567738954e+06,1.008567738954e+06,1.038423761092e+05
3.871287694520e-04,1.442908321916e+08,9.230496346815e+07,9.968659782817e+05,9.968659782817e+05,1.038235824819e+05
3.874331159688e-04,1.442878401664e+08,9.230208895494e+07,1.001384703309e+06,1.001384703309e+06,1.038137529688e+05
3.877374624857e-04,1.442883994209e+08,9.230275505321e+07,1.004942631831e+06,1.004942631831e+06,1.038154111337e+05
3.880418090026e-04,1.442857329857e+08,9.230020902198e+07,1.001686106600e+06,1.001686106600e+06,1.038074905841e+05
3.883461555194e-04,1.442861643252e+08,9.230075910894e+07,1.004792171824e+06,1.004792171824e+06,1.038085684013e+05
3.886505020363e-04,1.442873413929e+08,9.230205551417e+07,1.005543811578e+06,1.005543811578e+06,1.038124015917e+05
3.889548485531e-04,1.442891391325e+08,9.230397566481e+07,1.006176316740e+06,1.006176316740e+06,1.038175835043e+05
3.892591950700e-04,1.442898871077e+08,9.230485814823e+07,1.005132148056e+06,1.005132148056e+06,1.038204439455e+05
3.895635415869e-04,1.442937184303e+08,9.230881744391e+07,1.008249100179e+06,1.008249100179e+06,1.038315501877e+05
3.898678881037e-04,1.442889154562e+08,9.230418366160e+07,9.995771423800e+05,9.995771423800e+05,1.038184309814e+05
3.901722346206e-04,1.442861761455e+08,9.230163092126e+07,1.001647465376e+06,1.001647465376e+06,1.038112043124e+05
3.904765811375e-04,1.442968516708e+08,9.231243325768e+07,1.015148933580e+06,1.015148933580e+06,1.038409702491e+05
3.907809276543e-04,1.442963429453e+08,9.231207459187e+07,1.003923321666e+06,1.003923321666e+06,1.038396241154e+05
3.910852741712e-04,1.442872804588e+08,9.230322744235e+07,9.953207756557e+05,9.953207756557e+05,1.038152277345e+05
3.913896206881e-04,1.442853328447e+08,9.230150220558e+07,1.002458732343e+06,1.002458732343e+06,1.038099555277e+05
3.916939672049e-04,1.442914657640e+08,9.230781794348e+07,1.010581271525e+06,1.010581271525e+06,1.038257882367e+05
3.919983137218e-04,1.442935043175e+08,9.231003446210e+07,1.006476068283e+06,1.006476068283e+06,1.038312645914e+05
3.923026602387e-04,1.442836209431e+08,9.230038986171e+07,9.944847743592e+05,9.944847743592e+05,1.038063105079e+05
3.926070067555e-04,1.442830660605e+08,9.230006197945e+07,1.003848393766e+06,1.003848393766e+06,1.038048315409e+05
3.929113532724e-04,1.442815653481e+08,9.229878041893e+07,1.002885195147e+06,1.002885195147e+06,1.038010614641e+05
3.932156997893e-04,1.442806388606e+08,9.229806190630e+07,1.003452472957e+06,1.003452472957e+06,1.038003440362e+05
3.935200463061e-04,1.442790435033e+08,9.229666830815e+07,1.002770409637e+06,1.002770409637e+06,1.037979357326e+05
3.938243928230e-04,1.442850853003e+08,9.230286373533e+07,1.010452616425e+06,1.010452616425e+06,1.038143005288e+05
3.941287393398e-04,1.442907470896e+08,9.230864712820e+07,1.010088713249e+06,1.010088713249e+06,1.038285906429e+05
3.944330858567e-04,1.442881772579e+08,9.230622008168e+07,1.001825199093e+06,1.001825199093e+06,1.038213129874e+05
3.947374323736e-04,1.442910836588e+08,9.230925184115e+07,1.007338563409e+06,1.007338563409e+06,1.038304381766e+05
3.950417788904e-04,1.442867619966e+08,9.230507662710e+07,1.000067495011e+06,1.000067495011e+06,1.038185088564e+05
3.953461254073e-04,1.442863860277e+08,9.230483472038e+07,1.004021790880e+06,1.004021790880e+06,1.038169686503e+05
3.956504719242e-04,1.442884002187e+08,9.230695663511e+07,1.006417203645e+06,1.006417203645e+06,1.038234209971e+05
3.959548184410e-04,1.442816268933e+08,9.230031654700e+07,9.975638758649e+05,9.975638758649e+05,1.038036304272e+05
3.962591649579e-04,1.442838266011e+08,9.230261814358e+07,1.006565953129e+06,1.006565953129e+06,1.038084739381e+05
3.965635114748e-04,1.442831076227e+08,9.230199377990e+07,1.003620759430e+06,1.003620759430e+06,1.038066670351e+05
3.968678579916e-04,1.442896609234e+08,9.230859915478e+07,1.010933546065e+06,1.010933546065e+06,1.038244643313e+05
3.971722045085e-04,1.442918648616e+08,9.231084906942e+07,1.006572795348e+06,1.006572795348e+06,1.038312072710e+05
