time,n_positive,n_negative,injected_positive,injected_negative,recombination
1.384776651735e-04,1.443453643037e+08,9.234975329163e+07,1.007386219087e+06,1.007386219087e+06,1.038832883267e+05
1.387820116903e-04,1.443471475732e+08,9.235124247564e+07,1.006738636329e+06,1.006738636329e+06,1.038893019224e+05
1.390863582072e-04,1.443473448426e+08,9.235115306791e+07,1.005141111424e+06,1.005141111424e+06,1.038902008159e+05
1.393907047241e-04,1.443406012015e+08,9.234416488097e+07,9.981460950764e+05,9.981460950764e+05,1.038723893511e+05
1.396950512409e-04,1.443358577129e+08,9.233919290140e+07,1.000127002058e+06,1.000127002058e+06,1.038595218749e+05
1.399993977578e-04,1.443251930995e+08,9.232834014369e+07,9.941290372927e+05,9.941290372927e+05,1.038312577587e+05
1.403037442746e-04,1.443238998204e+08,9.232683649938e+07,1.003508488029e+06,1.003508488029e+06,1.038302245720e+05
1.406080907915e-04,1.443242479075e+08,9.232695309576e+07,1.005130965376e+06,1.005130965376e+06,1.038311194094e+05
1.409124373084e-04,1.443307794797e+08,9.233321286943e+07,1.011343418348e+06,1.011343418348e+06,1.038479092440e+05
1.412167838252e-04,1.443246331461e+08,9.232684445834e+07,9.985925473272e+05,9.985925473272e+05,1.038328735617e+05
1.415211303421e-04,1.443259803959e+08,9.232796776052e+07,1.006121475069e+06,1.006121475069e+06,1.038367761762e+05
1.418254768590e-04,1.443227355940e+08,9.232452474187e+07,1.001496995159e+06,1.001496995159e+06,1.038288198298e+05
1.421298233758e-04,1.443294614051e+08,9.233101782439e+07,1.011524630437e+06,1.011524630437e+06,1.038477288710e+05
1.424341698927e-04,1.443268102700e+08,9.232816338828e+07,1.002098230052e+06,1.002098230052e+06,1.038400257076e+05
1.427385164096e-04,1.443288333306e+08,9.232998097622e+07,1.006797239667e+06,1.006797239667e+06,1.038460602132e+05
1.430428629264e-04,1.443199887724e+08,9.232098830861e+07,9.958552810962e+05,9.958552810962e+05,1.038228464151e+05
1.433472094433e-04,1.443188804906e+08,9.231972902318e+07,1.003608533722e+06,1.003608533722e+06,1.038198109032e+05
1.436515559602e-04,1.443214101872e+08,9.232208501523e+07,1.007250866248e+06,1.007250866248e+06,1.038257564522e+05
1.439559024770e-04,1.443229181656e+08,9.232340988908e+07,1.006219180300e+06,1.006219180300e+06,1.038295197179e+05
1.442602489939e-04,1.443254574108e+08,9.232575664859e+07,1.007256559403e+06,1.007256559403e+06,1.038354086446e+05
1.445645955108e-04,1.443217630099e+08,9.232189845613e+07,1.000984551296e+06,1.000984551296e+06,1.038258142501e+05
1.448689420276e-04,1.443196757697e+08,9.231965865353e+07,1.002586961811e+06,1.002586961811e+06,1.038214920305e+05
1.451732885445e-04,1.443233374852e+08,9.232314251684e+07,1.008359769599e+06,1.008359769599e+06,1.038317850839e+05
1.454776350613e-04,1.443265192097e+08,9.232613160984e+07,1.007878436295e+06,1.007878436295e+06,1.038414350392e+05
1.457819815782e-04,1.443271088587e+08,9.232653268995e+07,1.005272053183e+06,1.005272053183e+06,1.038423145153e+05
1.460863280951e-04,1.443279022319e+08,9.232713921085e+07,1.005473430024e+06,1.005473430024e+06,1.038447179816e+05
1.463906746119e-04,1.443286948714e+08,9.232774337154e+07,1.005469385568e+06,1.005469385568e+06,1.038466555889e+05
1.466950211288e-04,1.443306488498e+08,9.232949961825e+07,1.006634412181e+06,1.006634412181e+06,1.038508261297e+05
1.469993676457e-04,1.443348568195e+08,9.233349251435e+07,1.008902918137e+06,1.008902918137e+06,1.038624062012e+05
1.473037141625e-04,1.443393270305e+08,9.233773512453e+07,1.009178418664e+06,1.009178418664e+06,1.038751186305e+05
1.476080606794e-04,1.443329602956e+08,9.233119255119e+07,9.982793437212e+05,9.982793437212e+05,1.038576282453e+05
1.479124071963e-04,1.443308756223e+08,9.232894412617e+07,1.002570061602e+06,1.002570061602e+06,1.038527641392e+05
1.482167537131e-04,1.443342568181e+08,9.233213954290e+07,1.008058167710e+06,1.008058167710e+06,1.038630955633e+05
1.485211002300e-04,1.443417834757e+08,9.233944511361e+07,1.012234791070e+06,1.012234791070e+06,1.038831589182e+05
1.488254467469e-04,1.443417756827e+08,9.233923517708e+07,1.004675355014e+06,1.004675355014e+06,1.038840191769e+05
1.491297932637e-04,1.443416263884e+08,9.233889960596e+07,1.004543936766e+06,1.004543936766e+06,1.038845522458e+05
1.494341397806e-04,1.443501722669e+08,9.234722401904e+07,1.013305235650e+06,1.013305235650e+06,1.039058735173e+05
1.497384862975e-04,1.443488785988e+08,9.234573954676e+07,1.003429649736e+06,1.003429649736e+06,1.039021409863e+05
1.500428328143e-04,1.443384129366e+08,9.233515446960e+07,9.941969984541e+05,9.941969984541e+05,1.038750055639e+05
1.503471793312e-04,1.443416324615e+08,9.233822673538e+07,1.007943177584e+06,1.007943177584e+06,1.038832327818e+05
1.506515258480e-04,1.443394495947e+08,9.233590801365e+07,1.002501696477e+06,1.002501696477e+06,1.038787906668e+05
1.509558723649e-04,1.443354151769e+08,9.233175803646e+07,1.000623906083e+06,1.000623906083e+06,1.038666540034e+05
1.512602188818e-04,1.443341145176e+08,9.233034504523e+07,1.003356594520e+06,1.003356594520e+06,1.038634187104e+05
1.515645653986e-04,1.443360096208e+08,9.233211535470e+07,1.006561387502e+06,1.006561387502e+06,1.038661309309e+05
1.518689119155e-04,1.443330464223e+08,9.232904744386e+07,1.001672549500e+06,1.001672549500e+06,1.038595149738e+05
1.521732584324e-04,1.443360207171e+08,9.233189874160e+07,1.007641686898e+06,1.007641686898e+06,1.038664516800e+05
1.524776049492e-04,1.443358758678e+08,9.233163431835e+07,1.004506750646e+06,1.004506750646e+06,1.038640488497e+05
1.527819514661e-04,1.443419101212e+08,9.233751613542e+07,1.010730166112e+06,1.010730166112e+06,1.038788708541e+05
1.530862979830e-04,1.443388201476e+08,9.233429734136e+07,1.001564833668e+06,1.001564833668e+06,1.038699422974e+05
1.533906444998e-04,1.443349502789e+08,9.233031702194e+07,1.000770413902e+06,1.000770413902e+06,1.038582923860e+05
1.536949910167e-04,1.443320481058e+08,9.232730617201e+07,1.001727108250e+06,1.001727108250e+06,1.038511462362e+05
1.539993375336e-04,1.443315109424e+08,9.232664360325e+07,1.004088090429e+06,1.004088090429e+06,1.038490702499e+05
1.543036840504e-04,1.443330306181e+08,9.232801233855e+07,1.006148323559e+06,1.006148323559e+06,1.038550057372e+05
1.546080305673e-04,1.443238149476e+08,9.231868325424e+07,9.953344321971e+05,9.953344321971e+05,1.038286980483e+05
1.549123770842e-04,1.443253379901e+08,9.232005886866e+07,1.006114058738e+06,1.006114058738e+06,1.038333771539e+05
1.552167236010e-04,1.443248458420e+08,9.231940722725e+07,1.004079345419e+06,1.004079345419e+06,1.038331722651e+05
1.555210701179e-04,1.443303398114e+08,9.232470407051e+07,1.010103573489e+06,1.010103573489e+06,1.038479651858e+05
1.558254166348e-04,1.443220775461e+08,9.231629746690e+07,9.962695845715e+05,9.962695845715e+05,1.038254125438e+05
1.561297631516e-04,1.443164774811e+08,9.231057860382e+07,9.989277812571e+05,9.989277812571e+05,1.038123229622e+05
1.564341096685e-04,1.443205866294e+08,9.231453464671e+07,1.008678625680e+06,1.008678625680e+06,1.038218180552e+05
1.567384561853e-04,1.443224818565e+08,9.231626829520e+07,1.006455684258e+06,1.006455684258e+06,1.038272081921e+05
1.570428027022e-04,1.443207124527e+08,9.231435527170e+07,1.002773881237e+06,1.002773881237e+06,1.038234384955e+05
1.573471492191e-04,1.443297950679e+08,9.232324990555e+07,1.013702314657e+06,1.013702314657e+06,1.038476252739e+05
1.576514957359e-04,1.443325535158e+08,9.232582550697e+07,1.007372638249e+06,1.007372638249e+06,1.038555580042e+05
1.579558422528e-04,1.443347492705e+08,9.232784610772e+07,1.006833540914e+06,1.006833540914e+06,1.038622751855e+05
1.582601887697e-04,1.443194435313e+08,9.231246481097e+07,9.892269551681e+05,9.892269551681e+05,1.038214994292e+05
1.585645352865e-04,1.443214345436e+08,9.231435406125e+07,1.006593733912e+06,1.006593733912e+06,1.038275796515e+05
1.588688818034e-04,1.443256781569e+08,9.231846434151e+07,1.008852614282e+06,1.008852614282e+06,1.038387679540e+05
1.591732283203e-04,1.443222786309e+08,9.231495549153e+07,1.001164240472e+06,1.001164240472e+06,1.038307514158e+05
1.594775748371e-04,1.443179477014e+08,9.231054140075e+07,1.000215477405e+06,1.000215477405e+06,1.038201252531e+05
1.597819213540e-04,1.443202074684e+08,9.231270249049e+07,1.006836053938e+06,1.006836053938e+06,1.038269314102e+05
1.600862678709e-04,1.443242562810e+08,9.231663539894e+07,1.008641248393e+06,1.008641248393e+06,1.038389532696e+05
1.603906143877e-04,1.443164488851e+08,9.230876609244e+07,9.967163362606e+05,9.967163362606e+05,1.038186813773e+05
1.606949609046e-04,1.443131623465e+08,9.230542926447e+07,1.001245055499e+06,1.001245055499e+06,1.038092452845e+05
1.609993074215e-04,1.443108467285e+08,9.230306542155e+07,1.002203054145e+06,1.002203054145e+06,1.038039195576e+05
1.613036539383e-04,1.443122569224e+08,9.230440853735e+07,1.005939470614e+06,1.005939470614e+06,1.038082711500e+05
1.616080004552e-04,1.443180709290e+08,9.231012263471e+07,1.010373364006e+06,1.010373364006e+06,1.038244272902e+05
1.619123469720e-04,1.443175939188e+08,9.230956140682e+07,1.004060264290e+06,1.004060264290e+06,1.038231921164e+05
1.622166934889e-04,1.443163318126e+08,9.230823395130e+07,1.003276688410e+06,1.003276688410e+06,1.038190310678e+05
1.625210400058e-04,1.443171851212e+08,9.230902640875e+07,1.005408481091e+06,1.005408481091e+06,1.038229998784e+05
1.628253865226e-04,1.443148867275e+08,9.230668739985e+07,1.002239732170e+06,1.002239732170e+06,1.038152858547e+05
1.631297330395e-04,1.443115957406e+08,9.230337756156e+07,1.001234014825e+06,1.001234014825e+06,1.038071768848e+05
1.634340795564e-04,1.443174570960e+08,9.230918859158e+07,1.010437237728e+06,1.010437237728e+06,1.038234308736e+05
1.637384260732e-04,1.443226245956e+08,9.231429179274e+07,1.009758026785e+06,1.009758026785e+06,1.038380291287e+05
1.640427725901e-04,1.443237252047e+08,9.231534544781e+07,1.005689364266e+06,1.005689364266e+06,1.038410063815e+05
1.643471191070e-04,1.443227860055e+08,9.231438543385e+07,1.003652870515e+06,1.003652870515e+06,1.038404490832e+05
1.646514656238e-04,1.443250258410e+08,9.231660523547e+07,1.006860051004e+06,1.006860051004e+06,1.038462706298e+05
1.649558121407e-04,1.443252093546e+08,9.231678009784e+07,1.004802303343e+06,1.004802303343e+06,1.038476075686e+05
1.652601586576e-04,1.443263256064e+08,9.231789011049e+07,1.005749355053e+06,1.005749355053e+06,1.038516229207e+05
1.655645051744e-04,1.443213647951e+08,9.231295914078e+07,9.996357680652e+05,9.996357680652e+05,1.038387114612e+05
1.658688516913e-04,1.443254377671e+08,9.231703924067e+07,1.008717688029e+06,1.008717688029e+06,1.038490816054e+05
1.661731982082e-04,1.443291161728e+08,9.232071408040e+07,1.008332953683e+06,1.008332953683e+06,1.038590001688e+05
1.664775447250e-04,1.443330856925e+08,9.232467637032e+07,1.008643941675e+06,1.008643941675e+06,1.038692244321e+05
1.667818912419e-04,1.443416203255e+08,9.233318111138e+07,1.013266589130e+06,1.013266589130e+06,1.038932922723e+05
1.670862377587e-04,1.443372035287e+08,9.232879124467e+07,1.000266380601e+06,1.000266380601e+06,1.038816514654e+05
1.673905842756e-04,1.443285900579e+08,9.232026525122e+07,9.960370895970e+05,9.960370895970e+05,1.038578174726e+05
1.676949307925e-04,1.443313969151e+08,9.232313513303e+07,1.007504128660e+06,1.007504128660e+06,1.038644703002e+05
1.679992773093e-04,1.443365481276e+08,9.232831670488e+07,1.009862307600e+06,1.009862307600e+06,1.038791839754e+05
1.683036238262e-04,1.443364054250e+08,9.232820933176e+07,1.004546476804e+06,1.004546476804e+06,1.038792134890e+05
1.686079703431e-04,1.443320607526e+08,9.232392575690e+07,1.000318499891e+06,1.000318499891e+06,1.038672381036e+05
1.689123168599e-04,1.443315618227e+08,9.232348404262e+07,1.004177666986e+06,1.004177666986e+06,1.038664568895e+05
1.692166633768e-04,1.443257099206e+08,9.231771391292e+07,9.987802397652e+05,9.987802397652e+05,1.038505370372e+05
1.695210098937e-04,1.443335625489e+08,9.232559226808e+07,1.012554229667e+06,1.012554229667e+06,1.038705347228e+05
1.698253564105e-04,1.443307675456e+08,9.232284360400e+07,1.001851558693e+06,1.001851558693e+06,1.038629310852e+05
1.701297029274e-04,1.443268797619e+08,9.231902497693e+07,1.000746897769e+06,1.000746897769e+06,1.038537115102e+05
1.704340494443e-04,1.443270450390e+08,9.231925366662e+07,1.004816394525e+06,1.004816394525e+06,1.038556140751e+05
1.707383959611e-04,1.443258417338e+08,9.231811866454e+07,1.003433377181e+06,1.003433377181e+06,1.038525893525e+05
1.710427424780e-04,1.443274451989e+08,9.231977950797e+07,1.006251341958e+06,1.006251341958e+06,1.038549167999e+05
1.713470889949e-04,1.443290633376e+08,9.232144793685e+07,1.006271825978e+06,1.006271825978e+06,1.038587082156e+05
1.716514355117e-04,1.443298265170e+08,9.232226288241e+07,1.005420580819e+06,1.005420580819e+06,1.038594367465e+05
1.719557820286e-04,1.443349138987e+08,9.232738383104e+07,1.009783663024e+06,1.009783663024e+06,1.038730859666e+05
1.722601285454e-04,1.443311852584e+08,9.232372809640e+07,1.000930069973e+06,1.000930069973e+06,1.038645265859e+05
1.725644750623e-04,1.443235676249e+08,9.231623436341e+07,9.970080839868e+05,9.970080839868e+05,1.038436002323e+05
1.728688215792e-04,1.443279870262e+08,9.232074957525e+07,1.009101447614e+06,1.009101447614e+06,1.038539521420e+05
1.731731680960e-04,1.443244947129e+08,9.231738020510e+07,1.001141545317e+06,1.001141545317e+06,1.038453339113e+05
1.734775146129e-04,1.443187338073e+08,9.231177734914e+07,9.988461760539e+05,9.988461760539e+05,1.038321726282e+05
1.737818611298e-04,1.443205226709e+08,9.231370950958e+07,1.006427294822e+06,1.006427294822e+06,1.038382371169e+05
1.740862076466e-04,1.443215957839e+08,9.231492238703e+07,1.005708239274e+06,1.005708239274e+06,1.038434287711e+05
1.743905541635e-04,1.443249680934e+08,9.231842055154e+07,1.008028572784e+06,1.008028572784e+06,1.038506519413e+05
1.746949006804e-04,1.443220557332e+08,9.231565965018e+07,1.001718672085e+06,1.001718672085e+06,1.038456820730e+05
1.749992471972e-04,1.443214087315e+08,9.231516818389e+07,1.003996976976e+06,1.003996976976e+06,1.038452064746e+05
1.753035937141e-04,1.443205091213e+08,9.231442260587e+07,1.003742601433e+06,1.003742601433e+06,1.038414509922e+05
1.756079402310e-04,1.443200776510e+08,9.231413825343e+07,1.004211628796e+06,1.004211628796e+06,1.038405883012e+05
1.759122867478e-04,1.443262118373e+08,9.232037612063e+07,1.010822607586e+06,1.010822607586e+06,1.038569303033e+05
1.762166332647e-04,1.443153515098e+08,9.230967985144e+07,9.937300230816e+05,9.937300230816e+05,1.038280423227e+05
1.765209797816e-04,1.443098387652e+08,9.230434272642e+07,9.990814125497e+05,9.990814125497e+05,1.038155935637e+05
1.768253262984e-04,1.443059326753e+08,9.230060776699e+07,1.000670411913e+06,1.000670411913e+06,1.038064349294e+05
1.771296728153e-04,1.443041491617e+08,9.229898191638e+07,1.002779018978e+06,1.002779018978e+06,1.038002070677e+05
1.774340193321e-04,1.443052568290e+08,9.230022619078e+07,1.005673544410e+06,1.005673544410e+06,1.038031756853e+05
1.777383658490e-04,1.443012033660e+08,9.229632795060e+07,1.000475049237e+06,1.000475049237e+06,1.037921540288e+05
1.780427123659e-04,1.443025737613e+08,9.229784373235e+07,1.005922066093e+06,1.005922066093e+06,1.037960267093e+05
1.783470588827e-04,1.443031676997e+08,9.229858443296e+07,1.005143910565e+06,1.005143910565e+06,1.037982184612e+05
1.786514053996e-04,1.443011749100e+08,9.229675715299e+07,1.002543102224e+06,1.002543102224e+06,1.037940295106e+05
1.789557519165e-04,1.443040915842e+08,9.229982587081e+07,1.007483578430e+06,1.007483578430e+06,1.038021489276e+05
1.792600984333e-04,1.443029942303e+08,9.229889275032e+07,1.003451380420e+06,1.003451380420e+06,1.038000511207e+05
1.795644449502e-04,1.443018471220e+08,9.229791623076e+07,1.003399635416e+06,1.003399635416e+06,1.037969991895e+05
1.798687914671e-04,1.443099064122e+08,9.230609826259e+07,1.012668397499e+06,1.012668397499e+06,1.038205361992e+05
1.801731379839e-04,1.443095444132e+08,9.230587007380e+07,1.004216130926e+06,1.004216130926e+06,1.038204259702e+05
1.804774845008e-04,1.443104459712e+08,9.230690602427e+07,1.005495259116e+06,1.005495259116e+06,1.038242011334e+05
1.807818310177e-04,1.443119786627e+08,9.230856806712e+07,1.006138589056e+06,1.006138589056e+06,1.038292315899e+05
1.810861775345e-04,1.443142300330e+08,9.231094161891e+07,1.006870343813e+06,1.006870343813e+06,1.038367734792e+05
1.813905240514e-04,1.443172583652e+08,9.231408281865e+07,1.007663749123e+06,1.007663749123e+06,1.038448891062e+05
1.816948705683e-04,1.443266255545e+08,9.232352339182e+07,1.014062191151e+06,1.014062191151e+06,1.038686554348e+05
1.819992170851e-04,1.443316931449e+08,9.232866341539e+07,1.009772223825e+06,1.009772223825e+06,1.038826788540e+05
1.823035636020e-04,1.443363295032e+08,9.233337450703e+07,1.009370789782e+06,1.009370789782e+06,1.038946067124e+05
1.826079101188e-04,1.443335128489e+08,9.233067346906e+07,1.001893638834e+06,1.001893638834e+06,1.038865574610e+05
1.829122566357e-04,1.443368002376e+08,9.233406970098e+07,1.008036977885e+06,1.008036977885e+06,1.038940989095e+05
1.832166031526e-04,1.443299696250e+08,9.232739465661e+07,9.978561838485e+05,9.978561838485e+05,1.038742845783e+05
1.835209496694e-04,1.443312427491e+08,9.232881083477e+07,1.005990480061e+06,1.005990480061e+06,1.038764070849e+05
1.838252961863e-04,1.443299411009e+08,9.232765950852e+07,1.003391786534e+06,1.003391786534e+06,1.038741729715e+05
1.841296427032e-04,1.443227007064e+08,9.232060943213e+07,9.974003327152e+05,9.974003327152e+05,1.038549760766e+05
1.844339892200e-04,1.443263309969e+08,9.232440266533e+07,1.008316215113e+06,1.008316215113e+06,1.038662758599e+05
1.847383357369e-04,1.443342573009e+08,9.233245245925e+07,1.012646805680e+06,1.012646805680e+06,1.038876936827e+05
1.850426822538e-04,1.443424516506e+08,9.234074630144e+07,1.012947988614e+06,1.012947988614e+06,1.039103826970e+05
1.853470287706e-04,1.443317812848e+08,9.233026175481e+07,9.939918264687e+05,9.939918264687e+05,1.038815983609e+05
1.856513752875e-04,1.443235007175e+08,9.232221015367e+07,9.963714237840e+05,9.963714237840e+05,1.038592957589e+05
1.859557218044e-04,1.443285697289e+08,9.232745672442e+07,1.009778350870e+06,1.009778350870e+06,1.038732043795e+05
1.862600683212e-04,1.443242208216e+08,9.232329529710e+07,1.000297111980e+06,1.000297111980e+06,1.038615574507e+05
1.865644148381e-04,1.443181229251e+08,9.231739912730e+07,9.985147631442e+05,9.985147631442e+05,1.038453291213e+05
1.868687613550e-04,1.443214691908e+08,9.232090321237e+07,1.007997108268e+06,1.007997108268e+06,1.038550762980e+05
1.871731078718e-04,1.443236985266e+08,9.232326523045e+07,1.006876499467e+06,1.006876499467e+06,1.038616918620e+05
1.874774543887e-04,1.443225015723e+08,9.232220170061e+07,1.003436747226e+06,1.003436747226e+06,1.038585398404e+05
1.877818009055e-04,1.443179746846e+08,9.231782474497e+07,1.000085343712e+06,1.000085343712e+06,1.038468003718e+05
1.880861474224e-04,1.443208768528e+08,9.232084419796e+07,1.007554780268e+06,1.007554780268e+06,1.038554771323e+05
1.883904939393e-04,1.443168993217e+08,9.231699474795e+07,1.000634755704e+06,1.000634755704e+06,1.038443179357e+05
1.886948404561e-04,1.443160956458e+08,9.231630790285e+07,1.003817889535e+06,1.003817889535e+06,1.038417754601e+05
1.889991869730e-04,1.443244759823e+08,9.232474512270e+07,1.013062547523e+06,1.013062547523e+06,1.038614421626e+05
1.893035334899e-04,1.443207708652e+08,9.232112312390e+07,1.000922212872e+06,1.000922212872e+06,1.038506806975e+05
1.896078800067e-04,1.443205511346e+08,9.232098603953e+07,1.004430624398e+06,1.004430624398e+06,1.038493898251e+05
1.899122265236e-04,1.443234207153e+08,9.232392013890e+07,1.007545444077e+06,1.007545444077e+06,1.038573601621e+05
1.902165730405e-04,1.443302901882e+08,9.233081896346e+07,1.011590947614e+06,1.011590947614e+06,1.038777920322e+05
1.905209195573e-04,1.443248759128e+08,9.232547722537e+07,9.992520121580e+05,9.992520121580e+05,1.038638346960e+05
1.908252660742e-04,1.443271407280e+08,9.232780302991e+07,1.006978142949e+06,1.006978142949e+06,1.038705503404e+05
1.911296125911e-04,1.443284772905e+08,9.232919880819e+07,1.006054090234e+06,1.006054090234e+06,1.038758283990e+05
1.914339591079e-04,1.443328046465e+08,9.233357162948e+07,1.009075949545e+06,1.009075949545e+06,1.038876404574e+05
1.917383056248e-04,1.443302716637e+08,9.233111734782e+07,1.002186363077e+06,1.002186363077e+06,1.038796231174e+05
1.920426521417e-04,1.443306730727e+08,9.233160877092e+07,1.005139456731e+06,1.005139456731e+06,1.038798929424e+05
1.923469986585e-04,1.443284251096e+08,9.232947505173e+07,1.002474631112e+06,1.002474631112e+06,1.038748069713e+05
1.926513451754e-04,1.443271294189e+08,9.232830559821e+07,1.003424212925e+06,1.003424212925e+06,1.038706864941e+05
1.929556916922e-04,1.443258903563e+08,9.232719866456e+07,1.003473174267e+06,1.003473174267e+06,1.038665815025e+05
1.932600382091e-04,1.443258695708e+08,9.232730640697e+07,1.004691460705e+06,1.004691460705e+06,1.038668407162e+05
1.935643847260e-04,1.443264740993e+08,9.232803118427e+07,1.005319263064e+06,1.005319263064e+06,1.038687058030e+05
1.938687312428e-04,1.443219649234e+08,9.232366355910e+07,1.000167773585e+06,1.000167773585e+06,1.038548820267e+05
1.941730777597e-04,1.443258557380e+08,9.232766422063e+07,1.008610675770e+06,1.008610675770e+06,1.038657062864e+05
1.944774242766e-04,1.443242201391e+08,9.232614642755e+07,1.003054916500e+06,1.003054916500e+06,1.038620575099e+05
1.947817707934e-04,1.443253653554e+08,9.232740218975e+07,1.005849711583e+06,1.005849711583e+06,1.038659621908e+05
1.950861173103e-04,1.443307568120e+08,9.233287776778e+07,1.010127599906e+06,1.010127599906e+06,1.038805255618e+05
1.953904638272e-04,1.443345004760e+08,9.233669705426e+07,1.008488764172e+06,1.008488764172e+06,1.038900101481e+05
1.956948103440e-04,1.443356037329e+08,9.233788523548e+07,1.005849234118e+06,1.005849234118e+06,1.038926774247e+05
1.959991568609e-04,1.443332145681e+08,9.233560414699e+07,1.002342803028e+06,1.002342803028e+06,1.038870845400e+05
1.963035033778e-04,1.443300242687e+08,9.233253798656e+07,1.001528115598e+06,1.001528115598e+06,1.038789968213e+05
1.966078498946e-04,1.443307136297e+08,9.233333627568e+07,1.005415999678e+06,1.005415999678e+06,1.038793223190e+05
1.969121964115e-04,1.443337212486e+08,9.233642650137e+07,1.007745568618e+06,1.007745568618e+06,1.038891732802e+05
1.972165429284e-04,1.443371987001e+08,9.233996479058e+07,1.008223890651e+06,1.008223890651e+06,1.038967904458e+05
1.975208894452e-04,1.443383812539e+08,9.234120728514e+07,1.005925228221e+06,1.005925228221e+06,1.038998932349e+05
1.978252359621e-04,1.443399613114e+08,9.234284333259e+07,1.006336234012e+06,1.006336234012e+06,1.039038882108e+05
1.981295824790e-04,1.443405969354e+08,9.234353655520e+07,1.005396191713e+06,1.005396191713e+06,1.039061232498e+05
1.984339289958e-04,1.443452216740e+08,9.234819721002e+07,1.009419249851e+06,1.009419249851e+06,1.039184547048e+05
1.987382755127e-04,1.443478442843e+08,9.235085017661e+07,1.007420745808e+06,1.007420745808e+06,1.039247170581e+05
1.990426220295e-04,1.443426810775e+08,9.234575296806e+07,9.995932819427e+05,9.995932819427e+05,1.039098080858e+05
1.993469685464e-04,1.443477964945e+08,9.235089944240e+07,1.009930022658e+06,1.009930022658e+06,1.039240499456e+05
1.996513150633e-04,1.443491107612e+08,9.235223735624e+07,1.006115212481e+06,1.006115212481e+06,1.039277031594e+05
1.999556615801e-04,1.443551621319e+08,9.235828017863e+07,1.010890493293e+06,1.010890493293e+06,1.039436781986e+05
2.002600080970e-04,1.443521722888e+08,9.235530505632e+07,1.001809455163e+06,1.001809455163e+06,1.039351975305e+05
2.005643546139e-04,1.443574021188e+08,9.236051962909e+07,1.010081505254e+06,1.010081505254e+06,1.039486878751e+05
2.008687011307e-04,1.443617850378e+08,9.236486856514e+07,1.009246099189e+06,1.009246099189e+06,1.039599316480e+05
2.011730476476e-04,1.443643858830e+08,9.236743025605e+07,1.007470273213e+06,1.007470273213e+06,1.039653247830e+05
2.014773941645e-04,1.443585517832e+08,9.236159603587e+07,9.989890866436e+05,9.989890866436e+05,1.039493766071e+05
2.017817406813e-04,1.443558891130e+08,9.235893623483e+07,1.002161655908e+06,1.002161655908e+06,1.039399783029e+05
2.020860871982e-04,1.443522894406e+08,9.235533919832e+07,1.001198158044e+06,1.001198158044e+06,1.039304747363e+05
2.023904337151e-04,1.443492901479e+08,9.235233263889e+07,1.001777313463e+06,1.001777313463e+06,1.039225885626e+05
2.026947802319e-04,1.443410324984e+08,9.234408428191e+07,9.964565567428e+05,9.964565567428e+05,1.038993292279e+05
2.029991267488e-04,1.443373492480e+08,9.234039467986e+07,1.001020510596e+06,1.001020510596e+06,1.038894545233e+05
2.033034732657e-04,1.443341965786e+08,9.233722137471e+07,1.001524783668e+06,1.001524783668e+06,1.038798998919e+05
2.036078197825e-04,1.443333005898e+08,9.233628584266e+07,1.003773464028e+06,1.003773464028e+06,1.038770938847e+05
2.039121662994e-04,1.443369010596e+08,9.233981401949e+07,1.008290519494e+06,1.008290519494e+06,1.038869468348e+05
2.042165128162e-04,1.443258587986e+08,9.232876051754e+07,9.935528187974e+05,9.935528187974e+05,1.038575604014e+05
2.045208593331e-04,1.443237382447e+08,9.232662411860e+07,1.002497985347e+06,1.002497985347e+06,1.038513118340e+05
2.048252058500e-04,1.443150052737e+08,9.231790641396e+07,9.958197382659e+05,9.958197382659e+05,1.038287558446e+05
2.051295523668e-04,1.443175168950e+08,9.232039478758e+07,1.007100789893e+06,1.007100789893e+06,1.038362333352e+05
2.054338988837e-04,1.443144049595e+08,9.231726332507e+07,1.001432754960e+06,1.001432754960e+06,1.038285289538e+05
2.057382454006e-04,1.443161161241e+08,9.231893470270e+07,1.006274437272e+06,1.006274437272e+06,1.038341345116e+05
2.060425919174e-04,1.443139711395e+08,9.231675838918e+07,1.002394479774e+06,1.002394479774e+06,1.038295591399e+05
2.063469384343e-04,1.443059547291e+08,9.230874972613e+07,9.964728123781e+05,9.964728123781e+05,1.038076058543e+05
2.066512849512e-04,1.443020716317e+08,9.230487834045e+07,1.000603350235e+06,1.000603350235e+06,1.037979445294e+05
2.069556314680e-04,1.442969480310e+08,9.229977486185e+07,9.993288566728e+05,9.993288566728e+05,1.037849153552e+05
2.072599779849e-04,1.442947499246e+08,9.229758884382e+07,1.002244034040e+06,1.002244034040e+06,1.037801045104e+05
2.075643245018e-04,1.442890905671e+08,9.229195802635e+07,9.987379108786e+05,9.987379108786e+05,1.037674789724e+05
2.078686710186e-04,1.442840815798e+08,9.228698923461e+07,9.993622323976e+05,9.993622323976e+05,1.037556988673e+05
2.081730175355e-04,1.442833918284e+08,9.228632886398e+07,1.003681462495e+06,1.003681462495e+06,1.037553635949e+05
2.084773640524e-04,1.442832697142e+08,9.228623028048e+07,1.004240071589e+06,1.004240071589e+06,1.037567720306e+05
2.087817105692e-04,1.442828467395e+08,9.228583338361e+07,1.003931425220e+06,1.003931425220e+06,1.037561244003e+05
